source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,intersection_query_percent,effective_domain_size,intersections
TF,Factor: ZF5; motif: NRNGNGCGCGCWN; match class: 1,TF:M00333_1,FALSE,0.018072513,1.742981466,11229,144,99,68.75,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000025241,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: AP-2alpha; motif: NSCCNCRGGSN,TF:M07348,FALSE,0.018872776,1.724164206,6245,144,65,45.13888889,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000000088,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000018567,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000024654,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000067629,ENSMUSG00000031818,ENSMUSG00000032788,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000031819,ENSMUSG00000073436,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000084786,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000033020,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000026275,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000011589,ENSMUSG00000032479"
TF,Factor: HES-1; motif: NNCKYGTGNNN,TF:M07042,FALSE,0.019655224,1.706522006,4063,144,48,33.33333333,21908,"ENSMUSG00000038628,ENSMUSG00000024608,ENSMUSG00000001323,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000000088,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000002580,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000026087,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000052928,ENSMUSG00000071644,ENSMUSG00000018547,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000022390,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000079435,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000003072,ENSMUSG00000019066,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000022389,ENSMUSG00000036698,ENSMUSG00000030000,ENSMUSG00000040785,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: ER71; motif: ACCGGAARYN,TF:M01988,FALSE,0.020681838,1.684410878,4317,144,50,34.72222222,21908,"ENSMUSG00000061306,ENSMUSG00000028411,ENSMUSG00000047675,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000022205,ENSMUSG00000002580,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000003429,ENSMUSG00000073616,ENSMUSG00000051853,ENSMUSG00000008036,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000025144,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000073436,ENSMUSG00000027890,ENSMUSG00000029614,ENSMUSG00000042462,ENSMUSG00000000915,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000038127,ENSMUSG00000008682,ENSMUSG00000067847,ENSMUSG00000033020,ENSMUSG00000039850,ENSMUSG00000031029,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073"
TF,Factor: GABP-alpha; motif: CTTCCK,TF:M01660,FALSE,0.021898739,1.659580901,10794,144,96,66.66666667,21908,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000021520,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000073616,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000087260,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000029614,ENSMUSG00000042462,ENSMUSG00000000915,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073"
TF,Factor: MOVO-B; motif: GNGGGGG,TF:M01104,FALSE,0.023171332,1.635049008,7668,144,75,52.08333333,21908,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000024608,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000000088,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000024654,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025025,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000025290,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000026918,ENSMUSG00000011589,ENSMUSG00000040785,ENSMUSG00000032479"
TF,Factor: KLF3; motif: NNNNNNGGGCGGGGCNNGN; match class: 1,TF:M10278_1,FALSE,0.024101766,1.61795114,3139,144,40,27.77777778,21908,"ENSMUSG00000061306,ENSMUSG00000024608,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000024219,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000071644,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000031818,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000022770,ENSMUSG00000021557,ENSMUSG00000000915,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000026918,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: ZBP89; motif: CCCCKCCCCCNN; match class: 1,TF:M07397_1,FALSE,0.031818378,1.497321967,3891,144,46,31.94444444,21908,"ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000036180,ENSMUSG00000050708,ENSMUSG00000038366,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000024654,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000006575,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000000915,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000014294,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000026918,ENSMUSG00000042901,ENSMUSG00000040785"
TF,Factor: Hes1; motif: NNCACGYGNN,TF:M07991,FALSE,0.033184348,1.479066705,15299,144,122,84.72222222,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000024608,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: Sp1; motif: NGGGGCGGGGN; match class: 1,TF:M07395_1,FALSE,0.040881817,1.388469811,4550,144,51,35.41666667,21908,"ENSMUSG00000061306,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000063632,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000025025,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000031818,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000021557,ENSMUSG00000000915,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: ZF5; motif: GYCGCGCARNGCNN; match class: 1,TF:M02933_1,FALSE,0.042270708,1.373960483,5854,144,61,42.36111111,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000002395,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000030172,ENSMUSG00000034613,ENSMUSG00000106918,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000032788,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000022770,ENSMUSG00000021557,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000041841,ENSMUSG00000038127,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000036698,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000009073,ENSMUSG00000032479"
CORUM,Parvulin-associated pre-rRNP complex,CORUM:3047,FALSE,0.002019942,2.694661036,46,16,6,37.5,1082,"ENSMUSG00000047675,ENSMUSG00000071644,ENSMUSG00000074129,ENSMUSG00000029614,ENSMUSG00000032399,ENSMUSG00000045128"
HP,Erythroid hypoplasia,HP:0012133,FALSE,0.001701921,2.769060554,24,43,5,11.62790698,5025,"ENSMUSG00000024608,ENSMUSG00000067288,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000040952"
HP,Thrombocytosis,HP:0001894,FALSE,0.008081377,2.092514647,56,43,6,13.95348837,5025,"ENSMUSG00000024608,ENSMUSG00000067288,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000040356,ENSMUSG00000040952"
HP,Abnormal radial artery morphology,HP:0031640,FALSE,0.025495184,1.593541842,20,43,4,9.302325581,5025,"ENSMUSG00000067288,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000040952"
HP,Elevated red cell adenosine deaminase level,HP:0030270,FALSE,0.025495184,1.593541842,20,43,4,9.302325581,5025,"ENSMUSG00000067288,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000040952"
HP,Radial artery aplasia,HP:0020118,FALSE,0.025495184,1.593541842,20,43,4,9.302325581,5025,"ENSMUSG00000067288,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000040952"
HP,Abnormal number of erythroid precursors,HP:0012131,FALSE,0.030396415,1.517177635,42,43,5,11.62790698,5025,"ENSMUSG00000024608,ENSMUSG00000067288,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000040952"
HP,Macrocytic dyserythropoietic anemia,HP:0005532,FALSE,0.038016611,1.420026603,22,43,4,9.302325581,5025,"ENSMUSG00000067288,ENSMUSG00000025290,ENSMUSG00000061477,ENSMUSG00000040952"
